0	1
sadness	TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself
fear	"Stranded in the north of Fraser Island with a submerged 4 WD hire  
vehicle."
sadness	"The fact that my mother is getting married again (my mother and  
father divorced about 15 years ago) means that she will probably  
move to Turku, and our home, which is a one family house, will be  
sold (I myself have not been living at home for the past six  
years)."
anger	"A friend of mine told other people that I was a slattern (because  
of an occurence that had happened some time ago). When I heard  
about that I was very angry."
fear	"The day the results of the certificate exam came out.  I went to  
school and at first I did not feel frightened.  By the time I  
reached the fourth floor ( the results were being given on the  
fifth floor) I found it difficult to walk and felt that I would  
die."
joy	Our branch will be closed this Sunday, 9/25, in honor of the IRONMAN 70.3 happening in Downtown! Come cheer on race participants!
anger	"When I was pointed out as a problem child in primary school and  
my mother took the teacher's point of view."
anger	"The patient whom I expected to get well suddenly passed away  
after he showed had his meals."
fear	 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?
joy	Thought had discovered true love.
sadness	"When a close friend took leave of me, because she went to Israel  
for one year."
anger	Extremely bitter about the fact that the Subway in Robart's has been replaced with a low-rent version of Chipotle
sadness	😑😑😑&lt;---- that moment you finish a Netflix series and have nothing else to watch. #depression
joy	When I passed my B.A exams.
joy	"I was happy when I understood that the girl I liked was in love  
with me."
sadness	When the girl I loved turned me down.
anger	In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep 
fear	"When we were going to Nkhoma last Saturday the vehicle was moving  
very fast, so I feared we might crash since the road was too  
rough."
joy	"After waiting impatiently for the results of the form 5  
examinations for almost a year, at last I received a letter of  
acceptance from the Senate of the university of Zambia telling  
me that I had made it to the first year course at UNZA."
fear	When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help #fear #heart #HeartRacing
sadness	"My mother was working with a knife and we were all laughing  
heartily.  She was not able to control the knife and stuck it  
deep into her hand."
anger	When I was charmed by my relatives.
fear	"I was riding with a friend in his car. At a speed of 120 km/h on  
the snow-covered motorway I would have liked to get out."
fear	"The last time I was face to face with with the monstrous dog  
which lives in my street."
fear	"When I and the person mentioned above had a suspicion of  
pregnancy."
joy	"During lectures, I sensed an unexpressed understanding with a boy  
I did not know.  We exchange glances ; I think he likes me, and I  
like him too.  Perhaps he has fallen in love with me ........."
sadness	"I received a letter from some friends, who do not live in Madrid,  
telling me that they would not come on holiday.  I had arranged  
everythiing for them."
fear	"When my cat ran under a car and came home wounded. He could  
hardly walk. I didn't dare to go to a veterinarian because I was  
afraid he would kill him."
sadness	The inability to read a book at college.
joy	When I received a letter of acceptance to CAL.
fear	"Housesitting and hearing the alarm go off. I knew someone had to  
be breaking in. I called the police and was panicking while on  
the phone. It was awful. It turns out that I stepped on the  
hidden alarm without prior knowledge of its existance."
sadness	@Orrible_Ives I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity
fear	"I was at the seaside and my brother disappeared for a couple of  
hours."
anger	"I confronted with this feeling at the Institute quite recently,  
the pedology lecturer was the cause."
sadness	"When my grandfather died. When I heard about his death, I had a  
bad feeling in my stomach and I felt as if I had lost something  
very precious."
joy	@StephaliciousD afternoon delight
anger	"Once when I was playing table tennis I was already sure that I  
would win , but at last I lost the game."
fear	"One night, when I got out from the University I saw two strange  
people near my car. When I got near, they moved away, and then  
came close again. I had a feeling that they were assaulters.  
After I left I discovered that the windshield was broken."
anger	When my husband stays late at a meeting and I have to be alone.
fear	@alivitali that's what I'm afraid of!
sadness	When I failed my Standard 8 Examination for the first time.
